text,likes,followers,popularity,pop_level
"Such a good day...Took mace and a friend to get their nails done, had a random unexpected lunch with family, parred the toughest hole on the course and ended the day with a friends dinner and all the kids. ❤️",0,143,0.473762802903239,0
"#Khwaja stranded at 195. #Aus declare after lunch. Just imagine if this happened in India. 
There would be so much uproar. 
#AUSvSA #CricketTwitter",0,99,0.4954850828412819,0
finally eating kbbq .. after like a year of craving it,0,265,0.43815583330792846,0
Kbbq is good. Very good.,10,10821,1.6786584516752954,1
Tomorrow’s lunch maybe hot dogs and beans🙃,0,217,0.4496625753157396,0
steak is my favorite food and also my comfort food. guess what’s for dinner tonight,4,701,1.8985285839633348,1
Last of the (enormous) boiled Christmas pudding as lunch dessert. Still very good if you let it come back to room temperature. A food journey that started with soaked fruit in Melbourne Cup week. (I always start soaking the fruit on the Monday before the Cup on Tuesday.),1,10609,0.3087001367805395,0
All the meals at our basketball camps our Halal… The smile on one little boy when I told him he could eat everything we were serving at the last camp was priceless! ❤️,12,2142,3.8838694694921214,2
"When my nurse said I need more protein in my diet to help my wounds heal faster, she meant more peanut butter M&amp;Ms, right?",21,1366,7.34479015959486,2
I wish I could eat ramen every day,0,261,0.4390331204476994,0
If I order french onion soup at a french restaurant is it just called soup?,1,59,1.0550087416684,1
Just found out the pelicans play at Smoothie King Center and I now hate everything about that franchise and that little faggot Alvarado guy,3,71,2.0632457445497954,2
Thanks for lunch and then dinner @SassySass6969 I miss our days we would just hang out.,5,332,2.5505389589762877,2
Food truck food be so good,0,157,0.46833356355966266,0
"I placed an order for food @ Tacbar at the front desk and the waiter never even bother ask me my name he just put it in as ‘Brownin’ 😅 
gotta love Jamaica 😆",3,1223,1.3677251701168098,1
When I can fully smell and taste my first meal will be sushi,1,1856,0.6206739287777062,1
Need to get my ass out to Smoothie King Center.,3,35014,0.27074648195289713,0
I got a one year old’s birthday at a brewery tomorrow and I’m doing Dry January. Lmao.,3,3761,0.9997603897665702,1
//I CAN'T DECIDE IF PKD BE THAT ONE KID THAT INVITES THE QUIET KID OVER TO THEIR TABLE AT LUNCH OR THE SCHOOL COUNSELOR,1,386,0.8325019409448604,1
eating lunch together with axl ⚰️,2,173,1.3881525401809227,1
study medicine and be depressed… or have my own little coffee shop where i can make people drinks and bake treats and smell of coffee and cream all day and live a quiet little life with my partner (pending) and cat child hmmmmm,1,3,1.5412039805015292,1
Drinking a smoothie for dinner because I didn’t plan my life properly and it’s too late for actual food 🥹,1,141,0.9491679405814614,1
"I could loose weight if I decided to diet but that means I should eat less.
So my conclusion is I will never diet in my entire life.",0,231,0.4460655448859424,0
"Can I get some help for like 15 bucks for some lunch at work today please. 🙏🏾 super struggling as of late anything helps 
Super thank you 
V- RagingThembo 

#MutualAidRequest",0,2358,0.2907918182027452,0
.@PDXSpurs coming out to the area at the end of the month for a work trip. What's the best brewery you'd recommend in the Portland/Vancouver area in case I have a little down time? Wish there was a match while I'm out as I'd definitely sync up. Next time! #COYS,0,137,0.47626404377142567,0
"Well I'll be damned. We flew a team half way round the world to make them eat lunch when it's dry for the first time in 3 days. 
Can't believe they are actually out there now #AUSvSA",0,184,0.45916018724624363,0
double breakfast then late lunch 💁,0,349,0.422172400995522,0
i hate when i see a recipe for the most delicious looking smoothie ever and it has protein powder do i look like fucking larry the lobster why would i just have that,7,1491,2.6184646723813585,2
"Any diet works, that's a fact. There are many studies regarding plant based, carnivore, keto etc. I will leave that up to you. But what I do know is lots of people proclaiming change is nothing more than a move from a very shitty diet to a cleaner diet no matter what the food",1,1080,0.7015410926356332,1
Mexican food tonight omg it's gonna be a shit show the way my room is about to smell omg 🤢🥲 #fartfetish #gassygirls,58,10729,9.048084310090044,2
"The first time I made this roast potato recipe (months ago) I thought briefly about adding a note for myself to avoid positioning in front of the oven when opening the door, because of the steam. Did I do it? No. Can I blame this scalded wrist on anyone else? Also no.",1,628,0.7733742046939567,1
THEYRE PLAYING TRIPLES GENERATION AT THIS KBBQ,1,495,0.8027568995398306,1
mmmm whats a good thai food place?,0,589,0.39069775647607236,0
probably gonna make a salad for lunch today!,7,2414,2.3105657614307713,2
finally got a kombucha,0,234,0.4453230018390787,0
Packing lunch instead of eating at the restaurant cause I’m watching my Health. High cholesterol and diabetes run in the family,0,154,0.469452890432545,0
"When you pack lunch so you don’t buy food. Then you end up eating both your packed lunch, plus food you bought anyway bc you have zero self control.",4,194,2.280553312366719,2
"This method is not the absolute correct answer for morning meetings, school lunch preparations, cleaning, return meetings, how to proceed with classes, how to spend breaks, etc. I think that new means will be found if we reconsider each of them in ""What is beyond that"".",0,391,0.41549093566685563,0
"Country, so lunch - that is who you are getting old when
؟?
نمشے

🔹H3🔹
🔹H3🔹
🔹H3🔹",0,146,0.4725535746240368,0
i didnt think shin ramen was a spicy ramen and omg i made it rn guys.. im gonna have 👹CHORRO👹 especially since we’re eating the rosca later with hot chocolate 😭,0,416,0.4118177095250054,0
"my little old neighbor is so cute,, she's trying to share her filipino food with us but it almost always has some form of pork or fish sauce in it and we keep having to return it 🥹",0,125,0.4816369938776726,0
Hello. Have you had lunch yet?,7,1852,2.4840673045112664,2
I knew that was morris Bart in the smoothie lol #Pelicans,2,1123,1.0440664735780636,1
Testing a recipe for Rodic’s-style tapa which requires one (1) medium onion. Dropped the onion so let’s see how it will taste like 😌,1,346,0.8453550260993836,1
Are there any bourbon distilleries in Mississippi?,9,6825,1.9463457602054701,1
Silent Bento Box content. Day content,0,1392,0.33245587761633383,0
I think I’ve been craving KBBQ for like over a year now,1,695,0.760512712236941,1
i fucking hate my coworkers ! one of the bitches threw my food out… im gonna go ape shit bc i didn’t want to pay for lunch at the expensive ass grocery store but now look at me and I FUCKING FORGOT MY BOOK SO I CANT READ ON MY BREAK,0,177,0.4613976619038937,0
"want to date someone who is willing to go with me to temples, eat street food &amp; live a simple yet meaningful life ❤️",941,570,369.9545830580172,2
trying to diet but gonna eat one of those giant Costco muffins before the gym,1,39,1.1096613883223698,1
"""im not addicted to eating""
- has to eat 3 times a day
- a cup of coffee in the morning isn't enough, has to sneak in a bowl (of cereal)
- eats lunch like a freak
- a day without eating is like torture to them",7,615,3.1040019548550037,2
Show update: we’re gonna have to take a swing at it either on my lunch break tomorrow or tomorrow evening. Today/tonight just hasn’t worked for it. We’ll keep y’all in touch.,1,312,0.8574126869387696,1
"12 hour shift . No lunch.
No breaks. Back to back pissed residents . What a day",0,1334,0.3356032225868256,0
kbbq is not as fun when im not high,1,596,0.7799236533556957,1
I like breweries too @mmisabellee,1,1630,0.641009204780457,1
"The Veil Cat Cat Nap Nap  (@theveilbrewing)  is on, replacing Great Notion Over Ripe (@GreatNotionPDX)",0,4684,0.22978051807798416,0
"Laughed out loud at this recipe from 1992 described as ""a garlic lover's delight"" that feeds 6 people and contains......... 2 garlic cloves",1,170,0.9274565427189784,1
I skipped lunch so many times my school called social services??????!?!?,8,57,4.767443233109668,2
why did someone order dominos to this  kbbq spot… wtf,10,1047,3.8823162722452698,2
Hot Ones needs to expand to comic book pros. I’d love to see @BRIANMBENDIS @jasonaaron @TomTaylorMade @TomKingTK @GailSimone @THEBRYANHITCH @JoeQuesada @GregCapullo and so many more! What do you think @firstwefeast @seanseaevans?,1,149,0.942740625121369,1
I’m finna go to tha food truck spot at least they have a variety of options,0,599,0.3896486499568487,0
"FR 1.6
ENTERED DC
-&gt;WITH THE MASS
ABUSE BACK OUT
ULCERA K/H -&gt;SIAYN MERGED
SWAPING
M
B
OBSERVATIONS
MERGING
INTENSITY INT/THREATS-&gt;◾
TO BOOM THE CITY

FOR ATTACKING MY HEAD
WITH ALL THE MONUMENTS
PIC EVERYWHERE

-&gt;P/NO PIC
THE FOOD TRUCKS🚛🚒🚐

FURTHERING TOWARDS HD
P/MY TUBES",1,286,0.8675006850332353,1
Two closeted male celebrities eat crepes in the dark because they are finally prepared to love again,0,613,0.38820431826551943,0
the biggest disappointment about glass onion is that jared leto’s hard kombucha doesn’t exist irl,52,85796,1.6722034808953699,1
Fuck Organic Fruit and Grain Bar,0,158,0.4679654269420256,0
"My friend complained that I didn't want to go hang out with him this evening and drink. When he complained, I told him I had spent hours running errands and lunch with a friend, and was done for the day

I love him, but he needs to fuck off after I say the first no",4,696,1.9008215672403865,1
I want a fucking smoothie but I’m also very cold :),0,103,0.4931121942340146,0
"Oh, there are so many cakes I'd like to have you try! But even here in the past, this stupid war makes it hard to find ingredients.",0,211,0.4512757373119674,0
I when I was back home I cooked hella soul food now I’m in Atlanta I think I’m from South America,0,4035,0.2435301339958604,0
"You know what WW and whatever other “diet” programs offer? Besides too high a price? Restrictive eating that typically leads to rebounds &amp; binge eating. The only way to see and keep REALISTIC results/progress, is to make it a lifestyle.",1,434,0.8185874727984496,1
I keep shaking up my kombucha and being surprised when it rises to the top 🤡,0,366,0.4193836401265502,0
i’m stuck at the same weight rn omfg I’m fasting fck the abc diet 😭,1,236,0.8896663808897234,1
"🍪 I want to make molasses cookies tomorrow. I’ve never made them before and I don’t have a recipe, but I’ll only do it if it’s kindergarten easy. Please point me in the right direction.",1,567,0.7861193988038807,1
"why wasn't this done during the lunch break! 
 #AUSvRSA",1,349,0.844344801991044,1
Really tempted to just change Vana's diet and exercise to what I think is the right thing to do and see if she gets better. What can hurt? We can spend all this time and money exploring all the options but why not try the simplest option from her genetic test first 🤔,7,2319,2.337492562982547,2
My co star said “remember to eat” so I pre-packed my lunch &amp; still didn’t get a chance to eat but y’all think this shit ain’t real okay 😂 download the app put in your natal chart &amp; just wait and see 😂,0,621,0.38739133068682097,0
not work forgetting to give me a lunch so i get to eat chips in the break room for 10 minutes,2,402,1.2415481180481363,1
SHES SO CUTE I WANT TO JUMP WITH HER INTO A BLENDER SO OUR ORGANS BONES AND BLOOD MIX UP TOGETHER TO MAKE A SMOOTHIE UNCAPABLE OF FILLING THE LONGING OUR SOULS INTO THE ETERNITY CONSUME,1,138,0.9516783687919916,1
"I have to work tomorrow which means I want my lunch paid. A goddess like me shouldn’t have to even lift a finger 🥱
$goddesshoneyxxxo

Findom|paypig|cashcow|",3,439,1.6344367843786745,1
"My bro got a nigga geeked niggas used to heat the house w/ the oven, eating ramen noodles dry w/ seasoning, lighting the house w/ candles heating bath water on the stove putting smash bros. on all cpu cuz we ain’t have cable lmao my dad made 1 mil off the strength",0,461,0.4056769120513704,0
Trying to figure out if I want to go on a crash course all liquid diet to lose a massive amount of weight before #springawakening opens. #AdultingAndStuff,0,948,0.35977572215742226,0
I eating Mexican food tonight Pray for me,0,128,0.48024354560923244,0
"Chapman Crafted Highway Hypnosis  (@ChapmanCrafted)  is on, replacing Fremont Golden Pilsner (@fremontbrewing)",0,105,0.49196337038709,0
"Went to one of my fav places to eat,
Employee: hey you should check out this brewery
Me: ok *head to brewery with book in hand... accidentally walked into a bookclub, takes picture of book club and then pressured to join book club*  welp guess I am in a local book club now....",3,288,1.733388539019964,1
"Looking for a refreshing and tropical twist on your classic gin? Try Tradewind Gin from Ko'olau Distillery in Hawaii! Made with locally sourced ingredients, this gin will transport you to the islands with every sip. #tradewindingin #gintasting #hawaii",7,39,4.438645553289479,2
"I need @magichat to make a nonalcoholic #9, so I can drink black magics again",0,253,0.44082766349394015,0
"Can never go wrong with Jollof, Goat, and puff puff",0,646,0.3849057583936453,0
"Does our government actually care if an  individual is healthy or not? 

Healthy as in decisions related to
- diet
- bmi
- physical capacity
- mental wellness",0,300,0.4309826278785602,0
why do i even bother going home for food when the entire trip there and back costs just as much as lunch AND dinner here,0,929,0.3611513985918138,0
"Tried Pakistani food for the first time today, was v good",18,1771,5.966821472330642,2
Having breakfast Saturday with fellow retired federal employees. Ride my motorcycle later. Have lunch with a ret Fed who knows Presidents all too well,4,31,2.853949011205336,2
"""Machine learning"" really ate the lunch of ""data science"" and ""big data"" when it comes to tiresome buzzwords and fly-by-night MA programs at otherwise reputable institutions. https://t.co/HuqVhs1Vc0",1,1827,0.6231729690066553,1
You want to be together with me during lunch....!? I'm touched~!,0,255,0.44037389262511795,0
"man I was enjoying lunch at work today and I get rudely interrupted by my coworker. He showing me a picture talm bout “ain’t this Omarion baby mama” 

Like nigga WHAT",3,1992,1.218682631837809,1
i honestly am so proud of myself for knowing how to make homemade mexican food just from watching me mum as a kiddo,1,283,0.8687204967055832,1
Best place in sac for Mexican food?,0,105,0.49196337038709,0
Thanks for a great Friday guys! See you in the morning for lunch! :),0,562,0.3936072958402195,0
can someone please tell me where i can get a smoothie sour beer locally i’ll kiss u on the forehead xoxo,0,183,0.45947441874551476,0
I gotta go back to my bartending school to try the speed test &amp; see how much I remember. I made about 28 drinks in 8 minutes remembering a few hundred recipes 😱,0,93,0.499249894414784,0
"Just found a hamburger and potato soup recipe, crispy tater tot casserole recipe, and one pan taco rice recipe to add to my ""new to me in 2023"" meal list. 

That sounds like a lot of carbs, I better share with my neighbor or my coworkers.",5,2128,1.7957820888827902,1
"hello, co-working stream today~ but i can't be too chatty because i woke up with fever (due to weather changes) 🤒

see you guys after lunch! ·ᴗ·",3,9435,0.6593114728126731,1
"""Machine learning"" really ate the lunch of ""data science"" and ""big data"" when it comes to tiresome buzzwords and fly-by-night MAs at otherwise reputable institutions. https://t.co/fn0hAwGZ8s",0,1827,0.31158648450332765,0
"In my opinion Chick-fil-a is one of the best fast food places for health &amp; low calories. The grilled chicken nuggets? So low calorie and high protein. The fruit cup? Fucking amazing.
THE COOL WRAP? UNBEATABLE ISTG 42g of protein &amp; 13g of fiber FOR 320 CALORIES",5,128,2.8814612736553946,2
a smoothie after the gym oof😘,0,279,0.4351831817194189,0
"Worked out today 💪 
4x this week 
Ramen meal for protein",0,232,0.4458169742275269,0
"just manifested my friend will offer me our lunch tomorrow and when we talked about our day, she said she will do it 🫶🏾",4,229,2.232829522414705,2
"alright my shift's over, don't worry someone else is going to take over the takoyaki stand 
time to go on a food tour 🍢🏃
@OEC_Yui @K4tsuki_R1n where yall at 👀
#NewYearPV",21,323,9.387206840804211,2
Juju Sanpo: *fushiguro making me a bento and handing it to me when I leave for work*,3,129,1.9191473457711923,1
"Hey @HaileyLennonBTC, where are we having lunch tomorrow?",15,96592,0.45355895152702674,0
"Finally watching Mexican Week on Great British Bake Off and...
DO PEOPLE IN ENGLAND NOT EAT MEXICAN FOOD?? like... AT ALL?!",2,300,1.2929478836356805,1
"Can’t wait to get off , shower, smoke &amp; watch bmf . I should’ve just took a shower on my lunch 🙄",0,5154,0.22088365398654616,0
"- ...Chifuyu.
- Yes?
- I’d kill for some peyoung yakisoba right now.
- I’ll go buy you some.
- We’ll split it. Right?",0,459,0.4059383197049947,0
"Sometimes the best Friday nights are sitting at home, watching a Marvel movie and eating Thai food.",3,958,1.4362414171201185,1
Lunch time drinks put me on my ass I really can’t hang like I use to,0,1043,0.3532041333525704,0
tomorrow I will treat myself to french onion soup 😇,1,630,0.772974190799989,1
"Gross about people taking Ozempic instead of exercising 6 days a week and eating organic fruit, grass fed beef.",0,1097,0.3496740299405469,0
Shouldn’t have gotten Mexican food. . .,2,11515,0.44151562446444903,0
I work across the street from Perimeter Mall and was there today for lunch and a chair massage.  I thank God that I was not present for the shooting but pray for those impacted.,3,186,1.8341477690560588,1
I’m convinced San Diego got the best Mexican food 🤔,0,172,0.4630524034916304,0
"this time last year i was in a unhealthy relationship, depressed, wasn’t eating enough, partying almost every weekend and now i’m prioritizing myself, the gym, a healthy diet, 8 hours of sleep, and more! never thought i’d be this happy again 😌🫶🏻.",2,181,1.3803246099126991,1
I just had the worst Jamaican food in my life smhhhhhhh,1,1211,0.6852829681578845,1
"Steak, mashed potatoes and mixed veggies for lunch 😍",2,998,1.0687681326721934,1
Enjoying comfort food tonight. Chili for dinner &amp; hot chocolate for dessert.,2,596,1.1698854800335434,1
Work tonight is a vibe. I get to work alone &amp; listen to my podcast. I get an hour lunch &amp; get to leave as soon as my work is done instead of 4am 🥳,1,2539,0.569097810601814,1
Nobody wants to hear these jail birds lunch table raps  #loveafterlockup,2,844,1.1027761770017517,1
The fact that I’m making Mo and Mark oil pull for 10 minutes while I’m having a martini is beyond me,0,169,0.464069301012749,0
"Heavy breakfust n lunch . N light dinner . Even doe with that amount of food stuffed in me , the body stay the same . Cuz how heavy the work is . So , its balance out .",1,1,1.7411309687884953,1
"Women try to lose belly fat doing all these little exercises and diets when they should really just take a tip from us gay guys and suck stranger’s dicks for sustenance until you catch something that makes you lose 60 pounds in 8 days

just seems easier to me",3,342,1.6934293913159426,1
"Street food &amp; kebab be causing a tsuinamj in your stomach the next day, but it’s worth it!",6,2155,2.087835657973549,2
switched my cat to science diet food last month and she’s been puking randomly like never before. fabulous 😒,0,1588,0.322511921514783,0
I needs some jollof rice right now,0,387,0.4160982513753608,0
"Grains of Wrath/Ghost Town At Dawn They Sleep  (@gowbeers)  is on, replacing Breakside Cuddle Puddle (@breaksidebrews)",0,4684,0.22978051807798416,0
eating kbbq tomorrow to celebrate a birthday so i’ll omad that,1,291,0.8654946352702281,1
"5:30am me woke up from a dream where i entered a building, and I took a dance class and everyone in that room was so nice (there's also some new people including me) they even prepared food for us for lunch www im now going back to sleep zzz",0,140,0.47499919797051654,0
thailand and philippines have the best food in the world,0,1234,0.3412849710262508,0
"Research chemists turned brewmasters believe they have the right formula: There were 49 craft breweries in Connecticut in 2016, with dozens more opening in 2017, according to the Independent Craft Brewers Association, up from just 16 in 2011. The industry is estimated to have ...",1,6040,0.4121088659750366,0
Some kbbq sounds fire right now,3,2675,1.1203541610987646,1
"Mananabar cocktail bar in Malaga, Spain is a popular destination for locals and tourists alike. Located in the heart of the city, Mananabar boasts a wide selection of expertly crafted cocktails, as well as an extensive menu of tapas and other small plates.",0,738,0.37639258930158975,0
"51% of all apartment renters move each year. 

Each one of those apartment homes needs services. 

One or two solid clients can give thousands of service needs annually. 

Apartments are a lunch box often needing identical services depending on the asset. 

Watch this space.",0,1787,0.31333527741063305,0
"Game Essentials bought: 

Pub Sub (for lunch) 
Wings (marinated in fridge) 
Tito’s and Fresca (don’t knock it til you try it) 
Victory Cigar. (Titans pack)",29,6826,5.838627292809905,2
"today's to do list:
✅bangun lambat
✅cook for breakfast
✅try new toilet stain remover
cook for lunch
lipat baju
siram pokok
dinner with ❤️",0,200,0.45435690019834174,0
Shorty from France teaching me her language and taste testing some French food decent vibe,0,100,0.4948821138685627,0
Me and my sister struggling on trying to prepare instant yakisoba and translating their funny little japanese letters,1,64,1.0446608285357868,1
Wanna Try African Food Now,0,1622,0.32088387001362473,0
KBBQ is so good!,3,500,1.6030727098724502,1
"When I be seeing them 3rd world street food videos...

Fuck no",5,2281,1.7613810121130011,1
2 mcdoubles for lunch cuz I hate existing,2,691,1.1418768445736969,1
"If someone has to limit sugar in their diet for health reasons, calories isnt a perspective here. Psychology takes a dominant role. Little bit of sweet here and there hardly has any calories but can you stop at “little bit” is a question. Sugar can be addictive for many",20,17644,2.3581840107748393,2
Gonna make me a salmon smoothie,0,96,0.49733503294689063,0
"Note to self:
Brisket sandwich, Farmer's Market LAX

Speaking of sandwiches,
Harry's Sandwich Company, Shibuya HND 🖕
Eggs 'n Things, Meiji-Jingumae/ Harajuku, the pancakes there r sooo good",0,2233,0.2953288662973332,0
Do I regret eating Mexican food before coming to do leg day? Yeah kinda actually 🤡,1,678,0.7636758764332978,1
Vincent really invited me to kbbq only to lag like 10 minutes later smh 🙄 lol,2,1793,0.9392131502770585,1
"My husband brought home a canned alcohol called Carol water or something. Tasteless alcohol. No sugar, no carbs… I swear if I’d just turned my collegiate drinks into business... Sparkling ICE water and vodka ran through my veins.",0,418,0.41153249997258107,0
my boss took my to lunch today as a thank you for all the work i have done 😭,0,252,0.4410558652603471,0
idk if I had less than 1000cals today but I had pea soup for lunch and 3 pieces of fried chicken w homemade french fries w sauce made w mayo for dinner,0,157,0.46833356355966266,0
Corporate sponsorships are so wild. How are you gonna not laugh when the New Orleans pelicans play at “Smoothie King Center”?,5,181,2.7606492198253982,2
"Because profane dinner! lunch,... handsome. Jamie/Isabel.
؟?
نمشے

🔹VOX2🔹
🔹VOX2🔹
🔹VOX2🔹",0,203,0.45349992577343035,0
the girl at the nigerian food joint called me pretty 😛,1,1857,0.6205882935087321,1
i found out today one of my cookbooks has a recipe for paella and i really wanna try it out,0,708,0.3790681532506761,0
having to take antibiotics is not fun for a bitch like me (i love kombucha),3,795,1.4861712269255645,1
Lunch munch on the way. Gonna take a workout break I think. Maybe just keep it relaxed.,0,185,0.4588477018693877,0
kbbq tonight 😛,1,722,0.755616607534873,1
"People think I’m fucking joking when I say I hate full moons because I have bad luck every time but today alone:

- skipped lunch to leave early, ended up staying late
- bunch of work stuff got messed up
- insurance declined to cover my RX
- burnt my dinner
{cont.}",3,163,1.8646421311525319,1
started a new job Tuesday; one of the doctors I work with has already bought me coffee and we’re all having a catered lunch Monday. This is incredible…. I love this,2,286,1.301251027549853,1
i be wanting tropical smoothie bad but who finna pay $9 for a bahama mama go to hell,0,115,0.4865563732962993,0
"so i dreamed about last night, clark amayna came in the house. asked and took me out for lunch bwahahahahhaha whooooahhhh pisteeeeee!! manifesting omoooo 😍😍😍",1,402,0.8276987453654242,1
"crepe: i should habve never told anyoen i ate a magnet 
 
 sage: thats kinda dope i should Try eating pne too",0,170,0.4637282713594892,0
i want thai food,0,563,0.39349744689791816,0
I had Cooper’s hawk for lunch and longhorn for dinner… 🤰🏻,0,327,0.42597439968438566,0
one thing i love with my whole heart is thai food,0,914,0.36225317075473007,0
"On the BRIGHT side I got to spend a whole day with my sister, she got pierced instead of me and we ate KBBQ. 💗

How was your Friday!?",31,2857,8.780745097468492,2
"Fun fact about me: I actually can""t drink energy drinks, and I don't like coffee....so uhh- 

May be failing at both being a Leo kinnie and a Donnie kinnie lmao",4,43,2.7411260774483566,2
"today’s bright side list:
•lunch w/ my babe, kenken
•the semantic error x stargirl interlude edit i just saw
•telling my coworker about my 71% (he nags me to read the book. i think this man believes in me or something🙂🫶)
•my coworker/bestie showing me their crocheted spiral",1,116,0.9720880248064916,1
"So many Asian fusion restaurants. It’s surprisingly difficult to find out if some are actually run by Asian people. Most of the time when the identity of the owners are obscured, they are not Asian… not sure how I feel about eating at an European owned Asian restaurant 😬",3,560,1.5753099694889388,1
I am a long time Whey and Casein fan. I’ll admit that I now LOVE the Vanilla Fermented Pea Protein by @Nutrasumma   Mix it with green vegetables in a smoothie and you are on your way.,0,290,0.4329465972559334,0
"i had drank, 4 glasses of red wine, one tequila shot, a cocktail (dont remember what it was but it was good, one madeleine shot, the nasi goreng cocktail and the beji griya",0,137,0.47626404377142567,0
What’s your comfort food ? Or comfort meal?,0,1512,0.3262499232700031,0
Baking this cake &amp; steaks like it’s not almost 9:30 at night 😆,0,774,0.3732959304878908,0
Gonna go get kbbq tonight so mf excited,0,1350,0.3347246935903028,0
Lunch tomorrow with my family,0,671,0.3824986587522965,0
"i am not easily influenced on many things, but if i come across a video or photo of ramen, there is a 99% chance i will be influenced to eat ramen as well",8,794,3.344628960706358,2
"This cook on TV used literally 1 clove garlic. Like, one little piece, thing. I've lost all faith in all his recipes. (It's someone on Triple D)",0,2526,0.2849852421587212,0
I want a smoothie and some wings I should’ve went to dinner this evening..,0,2018,0.3036217388474682,0
"SYDNEY ♡ Good news for my local bitches! I'm doing cash meets again, so message me to arrange a lunch + shopping day hehe xx",3,570,1.5709324121359542,1
i feel like roc south got the best soul food i’ve ever had in atlanta.,0,412,0.4123918361769595,0
Won a long game during lunch today and just now won for the first time because of time. Low level  newb chess is great. Just two assholes wild swinging.,0,10432,0.15583921449814409,0
cup noodle~,1,216,0.8998566105124446,1
"So I was like 4 months sober but today during lunch at school, I had a breakdown and lost that",0,97,0.49671138828373507,0
"can we stop trying to bring blue curaçao into craft cocktails? i just feel like as a society, we’re hurting enough and have evolved past the need for it pls",4,489,2.0105894148660384,2
"It’s a really good smoothie, it’s lychee and mango",1,921,0.7234745064410946,1
"Sylas of the Rat! Give us your wisdom!

@NB_TaterTHOT : Fondue pot? More like tiny rat hot tub.

Thank you Sylas of the Rat!",3,149,1.885481250242738,1
can you imagine where the healthiest food available for delivery comes from in Puerto Rico? @Applebees .  no shit. perfectly medium rare  leanest steak and steamed broccoli. keto++,3,172,1.8522096139665216,1
Food truck guy gave me free weed. It's a sick new year,15,623,6.195031204565001,2
And still I will get more lunch moneys lol,0,201,0.45406980450015455,0
mau giveaway dosa,0,135,0.47712375532323387,0
Guys I’m so bored and so lonely all the time I was literally sitting next to a “friend” during lunch and I just couldn’t sit yk I wanted to stay in the restroom so bad 😞I really don’t want to have anxiety like b4,0,223,0.4480934679227581,0
"Two more children were shot today, again in broad daylight, and again near a high school. Is Brandon going to hold himself or Harrison accountable this time, or can he find a way to blame the children and whoever sold them lunch?",24,3889,6.172403460564803,2
Blueberry boba smoothie supremacy,1,199,0.9092909083614015,1
"A GIY FROM ""FRIENDS"" show, is marketing pancakes and waffles as a promo, SHARK TANK...but it IS NOT NON GMO product! YOU CAN'T SUSTAIN ANYTHING, our climate control , a human being or animals health using GMO PRODUCTS. #SHARKTANK #DAVIDSCHIMMER #GMOHASTOGO",0,99,0.4954850828412819,0
this rubbish wey i just cook no be jollof rice sha. na only God sabi wetin dey inside that pot😭😭,2,1293,1.013675613185109,1
I’m at the stage of #DryJanuary where I’m hoping someone broke the cold storage chain for my kombucha.,0,394,0.41503913455472025,0
"Ok I'm not watching/not a fan, but cricketers also are employees entitled to lunch?",0,453,0.4067286071538132,0
ramen noodles don’t hit no more🫤,14,1097,5.2451104491082035,2
The chicken lalaland crepe @ cafe Dantorel’s in sac😭😭😭🔥,3,1373,1.333902659820912,1
I don’t eat ramen unless I got sausages and eggs in it. 🤣 idgaf call me bougie,1,3125,0.5330764274747898,1
Why is 2022 jollof rice tasting nice like this🤤,0,3191,0.2646888373590325,0
I’m so tempted to order gyukatsu for lunch and have it for the first time but also I should stop spending so much money,0,322,0.42687172532049894,0
"My fav dentist I work with (at this point she’s also my friend) got me Figs for Xmas and took me to lunch today &amp; im not over it🥹 
She’s always bringing me little goodies &amp; I just love that she thinks of me🫶🏼",5,732,2.261523198491075,2
"Me: *packs the last bit of leftovers for my lunch b/c I know my mom hates food being wasted wasted*

My mom that evening: where’s the rest of the leftovers? You guys ate it ALL (all being 1 piece of chicken from 2 days ago) you’re so SELFISH",2,1148,1.0393843344196847,1
stop imposing diet culture on people when they refuse certain foods and drinks! weirdo behavior,3,297,1.7262607554745162,1
in the sushi restaurant w/o undies on j feels right,7,811,2.961854975837569,2
"Takes forrrrrrever (if you do it right)....feels so good going down...

Mmmmmmmm...heavenly

French onion soup!

Wait. What were you thinking?!?",10,2037,3.3314802475485883,2
dad made me a cocktail w aperol vermouth rye bitch this is literally nyquil.,1,96,0.9946700658937813,1
I thought my (older) brother asking me for recipes was bc I am a good cook but today he asked if he should mash potatoes in the strainer,3,58,2.114396954454265,2
"covers are off, but they've taken lunch. bunch of fucking clowns running the show 
#AUSvSA",2,194,1.3683319874200315,1
I overcooked my Ramen noodles. Just like idk why I gotta do me like that. Unnecessary.,2,88,1.5077955618412715,1
Please never forget there’s an entire line of genshin furniture dedicated to cynonari and the lil' lunch dates they had so tighnari could help cyno write a survival style guide for the matra,0,1792,0.31311504068615337,0
"Ava: “If tomatoes are fruit, is ketchup technically a smoothie?”

Me: 😒….🤨

Kids. I tell ya.",0,1016,0.35502267055605274,0
"you know how book club is like comfort food for middle aged to older white women bc of its older female star cast and a plot revolving around the most boomer lady thing ever, 50 shades of gray?

the michael bay transformers movies were like that, but for men.",0,726,0.37745200307601884,0
Hello everyone I have just learned that my apartment complex has its own churro food truck,29,1759,9.437323151426968,2
Ima take my girl to Hawaii and she gonna put on like 15 pounds fucking with the food out there 😂😍😂😍😂,0,2233,0.2953288662973332,0
