text,likes,impressions,followers,popularity,pop_level
"My 7y/o Noah is getting too smart. Gosh how I love him.

Here’s our lunch convo that he initiated:

N: In my Middle Ages book, there’s a whole chapter on William Shakespeare!

M: Oh? Who’s he?

N: England’s most famous play-write.",10.0,1196.0,1770.0,3.1223809778299363,2
my mom who says i both don't eat and am a fat cow when I pick out diet items and sugary items in the same grocery trip 👁👁,1.0,25.0,65.0,1.0358829993760443,1
"not enough sleep + haven't eat since lunch + headache. i literally torturing myself, didn't i?",3.0,675.0,189.0,1.8004624342842568,1
having kbbq today 🫡,0.0,97.0,726.0,0.3586031156557483,0
I lied on my Weight Watchers list.  I put down that I had 3 eggs... but they were Cadbury chocolate eggs.,0.0,3.0,239.0,0.4352173472333372,0
"I’m thankful to not be in school anymore and forced to sit through replays of Operation Transformation in SPHE classes for the entirety of January 😌

Using these classes to perpetuate fat phobia and diet culture instead of teaching sex ed, anti-slay!!",23.0,1327.0,634.0,8.850479331020752,2
Idk if I should just go to the mall and buy these children lunch and buy formula and nappies or take a nap with them and then make them food from scratch when they get up,1.0,344.0,6395.0,0.3222314654825701,0
"what's a coffee cocktail

also do you have three dollars",1.0,23.0,79.0,1.0105133176706684,1
"Lunch break: Delhi - 159/4 in 32.1 overs  (Anuj Rawat 31 off 34, Vaibhav Kandpal 64 off 81) #HYDvDEL #CKNayudu",21.0,1904.0,637181.0,0.06552900568398644,0
Society eats so much junk food that eating real food is considered dieting.,166417.0,12449137.0,387558.0,809.3884535776382,2
"me when I binged for breakfast, had lunch, and still think I’ll let myself have boba 🤣🤣🤣",1.0,29.0,44.0,1.088259776407604,1
"I have MISSED the sourdough life. This weekend has been full of crepes, drop scones, crumpets, &amp; now, the first loaf (a quick, 20hr-ish thing because I didn't set up for a 3 day loaf on Fri night so we're skipping the 18hr prove, oops) is on its bulk rise. :D",7.0,475.0,3414.0,1.7700000510585245,1
my controversial take is that I don’t count diet soda or sugar free energy drink cals,3.0,58.0,263.0,1.7162922692848361,1
🍴⚽️ An early lunch and then an afternoon following the football …,6.0,193.0,13658.0,0.6895203556174236,1
Na mama Jessica pepper soup just de hungry me like this 🥲😭,0.0,129.0,108.0,0.4853163164565505,0
"My year officially starts tomorrow. Things I'd like to promise myself this new year: 

1. Stick to a skin care routine (not getting any younger. Sunscreen is a must😅)
2. Exercise daily. (Cant promise to control my diet, kaya exercise na lang) just being realistic here. 😝",5.0,329.0,627.0,2.2175417516364306,2
Lunch 💫,0.0,18.0,1046.0,0.3296686371908818,0
Can’t wait for lunch quickie engineered by The Pulled Zloty Homerton 😝 salted moose #fondue OMG with Latvian cacti #worklunch,1.0,140.0,839.0,0.694835220346655,1
"Alright, @Odysseylmao I’ll play your game.

Pronouns: He/them
Height: 5'8"" (1.71m)
Shoe size: US 9
Zodiac sign: Capricorn 
Smoke: n o
Tattoos: No (but I plan too)
Piercings: n o
Fav color: magenta/pale pink
Fav drink: Diet soda
Fav Food: I’d say Chilli
Fav game/hobby: Undertale",1.0,33.0,4.0,1.4852105841717886,1
i’m cooking sunday lunch today 🧍🏽‍♀️,1.0,138.0,1174.0,0.640060117759798,1
Just seen someone on Facebook write that their dad passed away with lunch cancer and now I can't stop thinking about diseased meals,4.0,90.0,63.0,2.5999808154493773,2
'I cant help that Covid happened' Sunak says - yet you were in full control of lockdowns &amp; public health advice/measures - you decided against PH message re diet &amp; exercise which made people sicker.,0.0,22.0,314.0,0.4175404838189659,0
Food tour booked in Naples in March 🇮🇹😋 the best thing about following England away is exploring different countries/cultures 👌🏼#followenglandaway,4.0,176.0,1008.0,1.6635374522983384,1
Do you have Sunday #breakfast or Sunday #brunch ?,0.0,82.0,1296.0,0.3115851579062195,0
I wanna go to Vegas just to do Keith Lee food tour. Literally just eat all day 🥲,1.0,128.0,1529.0,0.5941563109133456,1
Guys come for lunch,1.0,46.0,202.0,0.8918260881197193,1
"Workout never beats diet. I've been fat and fit and thin and not fit. Even though thin by itself is not a goal, diet will beat workout every time for a healthy life.",4.0,188.0,348.0,2.0537022366660334,2
Peter Obi is a candidate of hard work . So have plan for your life register a company or partner with one. No free Ghana must go bag or free lunch.  He will be a father to Nigerians &amp; son to God.  His journey will ease our struggles if you are ready for life,9.0,210.0,2088.0,2.685334890522439,2
"Happy Sunday Findom 😇 Send for my coffee/Lunch date 😘

£Lilcx1506

Findom Paypig",1.0,119.0,126.0,0.9512011566243779,1
"Nearly lunchtime losers, send to cover my lunch. 

£bankofmistressmm

Findom",1.0,235.0,1121.0,0.6478316656989059,1
Is it a reach to say that jollof is cheaper in Ghana for the same reason that hair making is?,0.0,152.0,774.0,0.3536961997154081,0
"I'm the kind of person who drinks hot chocolate in the summer, and eats ice cream in the winter.

GOAT PLAYER SHIV THAKARE",12.0,222.0,1541.0,3.852947758580525,2
On Sundays we make lunch for our beautiful mother 🫶🏾,1.0,71.0,257.0,0.8611191129989858,1
what did you have for lunch?,15.0,1881.0,2104.0,4.285067259087826,2
"“I got lunch with Lily today,” Remus said. 
“Don’t tell James that. He’ll skin you alive.”",0.0,25.0,365.0,0.40755391536227276,0
"it’s Sunday, I’m back from church, watching my man cook lunch whilst I sip on some bubbles ☺️🥰",7.0,359.0,2263.0,2.0875202398606927,2
Next gf I have Imma take her ex to lunch too… need to hear both side of the story,3.0,218.0,253.0,1.726272817218369,1
"wanted to nap for a few minutes after lunch, ended up waking up at 4 almost 5pm 😭 paano na backlogs koooo",0.0,88.0,596.0,0.3733131732013202,0
"My rich aunt doing the most, zava nge two blocks ""buy yourself lunch"" sayotya erestaurant babhem no'mnkam!",4.0,465.0,1550.0,1.4793015975129153,1
"America has always sustained itself with food products but all of a sudden a war in Ukrainian is pushing the prices up,go to the mid west states and all you will see is mile upon mile of grain farms.
The public is being ripped off it's that simple.",0.0,187.0,912.0,0.34080369262356763,0
best feeling in the world is logging lunch that u thought u overate but it ends being wayyy less calories,1.0,23.0,36.0,1.1162412352916216,1
"How do working moms find time to make bekal for work everyday? I only managed to eat lunch at home. No bekal. By the time I reach home from work at night, I’m hungry but tired so I’d go to sleep straight away. In the morning I only have time to make my baby’s food.",0.0,124.0,411.0,0.39952616060223256,0
Wapwa after lunch time let's gain massive followers..,11.0,432.0,38222.0,0.517997433378899,1
Anyway im just gna go to lunch now😊,0.0,57.0,1155.0,0.32140691258348536,0
Final day of the conference. @ReactingTTPast workshop and getting my short of forgot to grab yesterday #AHA23 then heading to Redding Terminal for lunch.,6.0,194.0,506.0,2.6955622364321385,2
"On rainy days before they debuted, Hoya &amp; Sunggyu used to eat their lunch under the small jungle gym in the playground, &amp; one time, a kid walked past, pointed at them and called them “beggars”",0.0,28.0,121.0,0.4781480887396705,0
"My roommate is looking for a part-time job, and one of the candidates is in Fussa, so we went out to Fussa for the first time to have a preliminary inspection today.

We found a Mexican restaurant and had lunch there.
It was reasonably priced and quite tasty.
#英語日記",12.0,279.0,561.0,4.910192861813374,2
I don't remember the last time I had a proper lunch.,1.0,24.0,1136.0,0.6456033822385103,1
lunch and then we're getting all our tasks done today lessgo (except the ones that cant be done bc of rain),0.0,55.0,874.0,0.34419281716307903,0
70% of rubber band on girls hair are from jollof rice take away packs😏😂,1.0,8.0,15.0,1.24896067513728,1
How about mosutlhane and chicken curry for late lunch 🥺,1.0,133.0,1256.0,0.6285639356989876,1
I wanna go to Farmers Market 🙂,0.0,53.0,1686.0,0.2882841260282236,0
had an overpriced sandwich for lunch this is what happens when you keep me in school 9 hrs,1.0,120.0,499.0,0.7721295757383103,1
"I’m so glad I have tomorrow off, I’m sleeping as soon as I get back from work today, no foods will tempt me today, if it’s not organic/expiring within a couple days, I’m not even gonna think about eating it. I’m sick and tired of not being able to restrict anymore",1.0,55.0,186.0,0.9022494065616659,1
"Fellas, I needed to get out of here for a while, I was very stressed, I gained weight, I wasn't sleeping well.
Now I'm getting better by dieting and exercising. soon I will be ready for combat.",7.0,173.0,1908.0,2.2155198124724786,2
"The Mrs met her london friends last week for lunch
One of them who has had all the booster and vacs told her she can’t wait to have her fourth booster but isn’t eligible yet
She’s had covid twice 
Clown world",1.0,54.0,90.0,0.9937887356639042,1
"First Sunday Jollof in the New Year. Every spoon I carried was a hit back to back from the Seasoning to the rice to the dodo to the Turkey. What did I do to deserve this blessing oh God? Arinola o, emi ni mo ma lo e gbo. 💃",2158.0,113585.0,60613.0,61.81476476593312,2
"Quote for the day
“You’re not jollof rice, not everyone would like you,
Even jollof rice some don’t like”

I feel they’re mad sha but still you get the gist.

Happy Sunday 👌🏾",6.0,374.0,16017.0,0.6132418608627993,1
Due to my high sensibility to noises I can't read a book during parties or at work during lunch break etc. It's very exhausting to try to focus and I'm so jealous of people who can read with noise around them,2.0,55.0,58.0,1.5763973129697368,1
think i'll go back to the farmers market again tomorrow,0.0,78.0,1160.0,0.3210428653703736,0
"#MedTwitter
Affected women should adhere to a diabetic diet. Fasting blood glucose and 1-hour or 2-hour postprandial glucose levels should be routinely monitored.",0.0,22.0,360.0,0.40847765421762866,0
why do they even gate keep jollof at Nigerian weddings Idg fr 😭,0.0,108.0,468.0,0.39056528249284145,0
another episode of me omading mie ayam and now i really want to throw up,0.0,102.0,148.0,0.46549251748783604,0
"i need a whole pan of that cornbread from that soul food spot, that shit was sooooo good",0.0,42.0,734.0,0.3577679738258178,0
"Many, many thanks to all who helped scrape me off the pavement outside the Farmers' Market in #Rhiwbina on Friday, especially the doctors who gave up time on their precious days off. If anyone knows who provided the blanket and cushion, please DM me so I can return them.",1.0,52.0,499.0,0.7721295757383103,1
baking cookies rn who want some,1.0,47.0,20.0,1.2032625870524358,1
dad sent lunch today so it’s good bc i might hate this man but he cooks so well,3.0,78.0,1257.0,1.2568548939489492,1
"If I post my smoothie and caption it soft life, will I lose 10kg?? Serious question",0.0,285.0,1310.0,0.3106568816894001,0
I sometimes think to myself “Kate why do you dose yourself up on stupid amounts of coffee and energy drinks everyday?” Then I remember it’s to deal with the humanity that lies on the outside world.,2.0,323.0,1010.0,0.9976360176109313,1
"I love Janelle Monáe's music and now enjoying her acting, but the hard kombucha 💀",0.0,78.0,651.0,0.36680726790404194,0
Going for lunch spoons piggies approach #spoonspig #spoonsslave,10.0,2810.0,8873.0,1.4535935489107166,1
twitter and IG search button is news n reels n we spend to much time so i got apps that just show my TL and ppl i follow storys n rt’s n i feel better like i took my time back but also like i took a little control of what i put in my mind same as food mental diet is important,1.0,41.0,555.0,0.7569647033352492,1
Gonna have lunch now totsiens,4.0,184.0,1022.0,1.6578883133648226,1
not my mom getting mad at me for not telling her I was gonna have lunch afyer practice 💀 girl im 20,0.0,51.0,1289.0,0.3120522870044757,0
"How do people write an auto biography? I can barley remember what I had for lunch yesterday :)

GOAT PLAYER SHIV THAKARE",19.0,271.0,4887.0,3.7287455832936844,2
"The six best doctors in the world are sunlight, rest, exercise, diet, self-confidence, and friends. Maintain them in all stages and enjoy a healthy life.",1.0,100.0,22.0,1.1885919287286035,1
"- HARMFUL DIET TO AVOID AS A YOUNG WOMAN.
- EFFECTIVE NUTRITION GUIDE TO HEALTHY LIVING.
- FOOD 101: HEALTHY FOOD SUGGESTIONS DURING MENSTRUAL DAYS.

I am deeply concerned about bringing the right knowledge to your doorstep",1.0,9.0,62.0,1.0421013769920429,1
"Humans didn’t spend millions of years of evolution to end up with grilled chicken breast.

You can't do a carnivore diet without high fat.",38.0,1888.0,2538.0,9.749832593994507,2
"Hey, are you okay? Ya look like you've had a bad day, if you want I can come to your house and I'll bring some comfort food and we can play some games!",1.0,32.0,608.0,0.743708326160746,1
"Sorry to those I haven't followed back or replied to but having been vomiting so hard since yesterday afternoon I think I may have split my spleen, I'm going to get my head down. I'll catch up! P.S. Sorry if I've just ruined your plans for lunch!",7.0,336.0,5619.0,1.3853148711842007,1
"Ok campers, I’m planning a trip to #Tokyo #Japan for late April. 

What do I need to know? Where are the best places to stay/visit/eat/drink/shop/see/play?

Hit me 😎

Pls retweet for a wider response 😋 ✈️ 🇯🇵 

#Travel #Holiday #ramen #sake #sushi",7.0,545.0,1753.0,2.277882588020732,2
"Today as I was walking along thika town I felt someone tapping my back and to my surprise it was one of the street boys who was returning my personal documents which it happened I had accidentally dropped, so I decided to buy him lunch, in the process of eating",13.0,626.0,2737.0,3.398166787254679,2
Ate homemade Amala and Ewedu for the first time yesternite and it banged. If I go outside and don’t meet the same standard I will throw hands.,1.0,165.0,8694.0,0.267742627286987,0
"{@SQUISHLEECH}

He had decided to bring lunch to floyd, no he did not make, but did buy lunch none the less. 

He placed the bag that held is container onto his hands 

“enjoy your lunch ” 

He says and tries to leave. Before he gets attacked with affection and embarrassment.",0.0,71.0,145.0,0.46677807846685226,0
"Ah, I sort of understand. It’s sort of similar to eating ramen at midnight, I guess.",0.0,11.0,113.0,0.48245852922469706,0
My discipline is already being tested. I only ate sorghum porridge and I’m now making pizza and fries for Lehumo’s lunch. I’m having a hard time but I won’t let day 1 defeat me😭,0.0,126.0,1734.0,0.28573011608337245,0
Had Popeyes for lunch yesterday. Currently paying for it. 🫡🤞🏻💩,0.0,25.0,440.0,0.39484639225186435,0
Chale from tomorrow I want start some serious dieting 🥺,0.0,167.0,932.0,0.339063971998608,0
I’m not lonely. I’m having fun. I love music. I’m having fun during lunch. And I have someone new I’m in love with. If only I could talk to you again…,0.0,54.0,340.0,0.4122866816075414,0
Cooked bak kut teh for dinner😋,0.0,29.0,415.0,0.3988645674331297,0
"Dear future husband, if you’re one of those that likes pounded yam and must be pounded the local way, please buy your mortar and get ready to pound. Cos as I am, I cannot pound any yam and I don’t even want to learn. I’m also not interested in d food. 
Thanks in advance my love❤️",10.0,894.0,6855.0,1.7024776854933072,1
I’m gonna see if i’ll do an f1twt selfie after lunch! Hope i can find something good 💀,21.0,1043.0,3169.0,5.027155638279349,2
Today is the day i dont feel like dieting 😅😭😭 tapi jujurnya its a good thing i dont really like air manis rn. Tadi pagi order teh tarik tapi x boleh nak minum,0.0,125.0,897.0,0.34212810749450245,0
Why do I try to multi task everything 🙈🙈🙈 cleaned the kitchen ironed my dress for work tomorrow made dinner and lunch for tomorrow 🙃🙃 need to get these pcs sent out to the frendssssss. Cause I dunno how long it’s going to take to reach them 🙈🙈🙈,2.0,99.0,709.0,1.0812062276251282,1
Don't forget to take siesta🛌 after Sunday lunch🍗🥓🍔,0.0,45.0,2051.0,0.2702093776413301,0
East Africa Late Lunch Gains🔥,72.0,3110.0,47544.0,2.6008163946772385,2
Friend n I r drinking coffee playing backgammon then gonna make a pack lunch n go on a long wonder around the city again yay! :))),0.0,34.0,520.0,0.38314417863467165,0
"Last night I had the most surreal dinning experience in Edgware road, a Moroccan restaurant with a Mexican section inside - tacos and ramen on the same menu. Reggaeton in the Mexican part and North African music / shisha in the Moroccan area. Tacos al pastor were good though 🌮",0.0,99.0,1493.0,0.29919782092435826,0
"When you find a man who can cook Jollof to remove one one, marry him, he's marriage material.",1.0,58.0,4828.0,0.3752060043755876,0
What is an instant ramen hack that was a game changer for you? 🍜,21.0,2824.0,4544.0,4.255720766122908,2
He’s watching Croissant recipe videos!!! I’m excited 💃🏾💃🏾💃🏾,1.0,415.0,10154.0,0.24202787243766308,0
My annual pot of Afang soup is ready 😅,0.0,111.0,519.0,0.38328106070835155,0
i don't think i should eat the food i brought for lunch. smothered chicken mashed potatoes and veggies at 5am idk i'll fck around and be sleep,0.0,71.0,1045.0,0.32974749279721993,0
"Me watching any bangtan content...

Now i am hungry, I want pizza, i want ramen... should I just eat Yoongi? Let me just go and cook noodles",4.0,167.0,772.0,1.7694791299190669,1
Nice soft boiled egg with a bit of toast and a cup of team and I feel like i might be ready for the day... most people are probably thinking about lunch to be fair but my excuse is I was up til 4am. Anyone else have a delicious breakfast?,9.0,2302.0,17447.0,0.8211630260053332,1
"we had rice with salmon, papaya and coconut milk for lunch. not bad 😳",1.0,57.0,41.0,1.098017314013146,1
yeay mille crepes&amp;ice cream!🤗,0.0,65.0,148.0,0.46549251748783604,0
Never skip siesta after ☀️day lunch🥘🍗🥓🍔,11.0,444.0,5020.0,2.206388345305445,2
I think I’m gonna start liquid dieting on my off days… recommendations? I’m honestly scared of liquid cals so…,1.0,50.0,123.0,0.9542327154747667,1
I woke up at lunch today but tomorrow I need to wake up at 5am bc of school 💀💀💀,1.0,61.0,52.0,1.065535320317081,1
craving coffee but i usually hqve my 2nd cup after lunch 😞,3.0,89.0,1217.0,1.2679106173541832,1
"Typical jour. Stayed in my room the whole day. Slept in the afternoon after lunch. Who is to say my lifestyle is good or bad. I am a 62 year old guy who have lived his whole life sacrificing for his family. At the end of my life, I just do what I want to do; good or bad.",0.0,50.0,904.0,0.3415079156210814,0
all these food pictures are making me hungry… need to have lunch soon,1.0,27.0,229.0,0.8758931445322509,1
"Tired even though you're sleeping 8h+ everyday?

Here's the secret: Diet + Exercise
It's as simple as that. Just workout (even if just 20 minutes) and fix your diet.
#workout #diet #selfimprovement",2.0,35.0,21.0,1.7935859865717312,1
I really do wanna change my diet around but food be so good 🥲,0.0,276.0,1198.0,0.31831573068625413,0
"------ORGANIC HONEY------

Fantastic selling point. Shame we can't use the term in the UK (although I did see one jar labelled 'from organic farm' the other day...).

What countries produce it? What loops do they need to jump through to get certified and is it tested?",10.0,3249.0,3520.0,2.400946639537377,2
Who wants a lunch time visitor😂?,6.0,405.0,11403.0,0.783096804619915,1
"Mum's showered, I've showered, got her washing in the machine, now to work out what to make for lunch.",4.0,55.0,404.0,2.003485396365549,2
My Tiktok FYP is filled with Korean and Japanese food! It’s wholesome 😭😭,0.0,238.0,2814.0,0.24004359223098978,0
"""Breakfast, lunch, and dinner!"" - Hugo (KH 3D)",7.0,991.0,24370.0,0.5045680006467875,1
Never realized that shopping at a Farmers Market could be so fun. Even got a couple of produce from a black farmer. I’ve clearly been missing out,21.0,350.0,405.0,8.811632834624938,2
if a fat person at work (specifically this one lady i already dont like) ever says anything to me about drinking diet coke at 6am she’s not gonna like my answer,1.0,107.0,54.0,1.0604668747905766,1
"Well as Sue had a pretty miserable time with the vid over crimbo, last time she went out was Crimbo eve, so I’m taking her out for Sunday lunch today.
No cooking, now washing up…..YES!!!!!!",22.0,2362.0,470.0,8.976156121504975,2
"and Allen is back talking about god a lot 
 and Peter is back not talking very much 
 and Joe has a cold and is not coming to Kenneth's 
 although he is coming to lunch with Norman 
 I suspect he is making a distinction 
 well, who isn't",19.0,3069.0,16959.0,1.6781890800689456,1
just watched a recipe video where the cook put garlic before onions in the pan 🤔,0.0,115.0,1188.0,0.3190267157889295,0
"When I was in high school I had two favorite subjects, lunch and recess. 

GOAT PLAYER SHIV THAKARE",13.0,123.0,1993.0,3.8204524706163263,2
"Because... It's lame, Steven! If I show up to this party with my family's weird purple cake and with Sadie, everybody's gonna know I love baking and everybody's gonna know I love... (Blushes)",2.0,9.0,11.0,1.951010207703587,1
"You are living with a man you are not married to and you are doing fasting.
Aunty please go make eba chop and stop starving yourself unnecessarily.

Osun state Kemi where is Atiku Chisom sign the petition Cele David Hundeyin",1.0,705.0,524.0,0.7651975533000659,1
wanna eat japanese food,2.0,80.0,466.0,1.1725918696530628,1
"#JESSEのズドンBLOG is that shin with... jo? 😂 it looks like jo but im not sure 😂

*wish to see any maruchan x jesse on ur jweb tomorrow night, jesse*",0.0,515.0,126.0,0.47560057831218894,0
|| be back after lunch 💙,1.0,106.0,1526.0,0.5945064791332403,1
BRB .. preping the veggies for lunch ......,1.0,36.0,2034.0,0.5419762335376088,1
"Waakye sellers
Gob3 sellers
Koko sellers 
Are as important as doctors hence they going on break is harmful to public welfare.",1.0,52.0,724.0,0.7176260585843672,1
What's there for lunch,9.0,274.0,6415.0,1.608284956942938,1
Let’s do more lunch and braais. I want quality time with you bastards. Cos you keep dying on me 😭💔,15.0,966.0,930.0,5.4277860292732445,2
atsushi was called by tachihara just for lunch,3.0,96.0,1177.0,1.2792570667608276,1
"Smoothie mix for the week: avocado, banana, pineapple, watermelon, greek yoghurt",0.0,166.0,886.0,0.34311036208123813,0
new food fixation is turkish bread toasted with only feta cheese,1.0,32.0,82.0,1.0057148315837872,1
Nice lunch guys 😭😂😌🤕🥰😍🤓😎,24.0,627.0,6143.0,4.120746119603258,2
Ideas for recipes for my 16month son. He has a dairy allergy and I want to make sure that his vegan diet has enough nutrients and calcium. I’d appreciate any tips,2.0,1036.0,1456.0,0.9042596835275536,1
Imagine comparing amala to banga soup and starch. Amala cant even wash the ewere used to serve banga soup. Stop that play,0.0,198.0,4481.0,0.19479085336297322,0
V-day lunch 💛,0.0,53.0,311.0,0.41817097906119377,0
I was not able to eat a lot during lunch time. Now I feel like I'm starving. 😩😂😱😅,2.0,187.0,890.0,1.0282562525847259,1
"minwon's day off is probably spent listening to ballad songs while cooking ramen in the kitchen or while cleaning their apartment or while laying cozily on their couch .......... 

🥹🥹🥹🥹🥹",3.0,74.0,57.0,2.106490084472047,2
"Murr, who was helping out at Shylock's bar, made a really pretty cocktail. That being said, Shylock's a really good boss, making sure to give people breaks if they work for him...",0.0,8.0,164.0,0.45904613504762243,0
Vegeta family lunch in Toshiba refrigerator commercial 💕,0.0,6.0,1306.0,0.31092129555842907,0
"Please Nole, I have an octopus with potatoes to cook for lunch 🤣",7.0,593.0,720.0,2.8738738122596654,2
"Two negative comments on my celery root schnitzel because “it’s not healthy.”

Never said it was! Does *everything* need to be healthy, people? Can’t we just enjoy a little crunch in this miserable world?",21.0,1213.0,3477.0,4.828267509261977,2
"Sunday Lunch is starting now! 11am (NEW) The Enviroment Chat. Presneted by Neil Woodbridge with guests Rachel Gallehawk &amp; Steve Langsdale. Three TCBR presenters talking about the environment – plastic, sewage, cows, vegetarianism, electric cars, C02 and playing some  great mus...",0.0,14.0,122.0,0.4776300520627707,0
📍Fourways Farmers Market,3.0,731.0,1957.0,1.0983467564304161,1
Grill or pepper soup🤔🌚,1.0,460.0,2143.0,0.5321782185098178,1
Yakiniku Like originally from Japan is now here in Manila! Will try it next weekend. 🤤,0.0,85.0,486.0,0.3879233932920123,0
"Hyyy @_aimforthestars

Hope you have had an amazing and extremely delicious lunch🍝🥗🍱.
Just to let you know ""You are the most beautiful person inside-out full of happy vibe""
Stay the same never let the world change you.
You are beautiful the way you are and we love u for that💜",1.0,448.0,7.0,1.3804670623252338,1
"I am on a seafood diet. I see food, and I eat it. 

SUPERSTAR BY ASIM SOON",3.0,104.0,14227.0,0.3825160241328201,0
Why did the vampire's lunch give him heartburn? It was a stake sandwich.,0.0,8.0,1246.0,0.31496678820999935,0
making a fucked up ramen (2 different flavors combined with milk as the soup and canned tuna),4.0,419.0,499.0,1.9303239393457758,1
How much $ROZY are you serving for lunch?,4.0,80.0,287.0,2.1170905749177247,2
"Bioenergy

#Electricity can be generated when organic matter is burned as a fuel source. These fuels are known as #biomass and include anything from plants to timber to food waste.",15.0,371.0,5055.0,2.9312249604516074,2
It’s COLD. I’m at work and it gets so cold during lunch. Bruh! I just wanna go back to stocking so I can warm up again 🥲,7.0,412.0,657.0,2.9289939093182764,2
Strawberry Crepe just called me an ugly prickly bitch :(,1.0,40.0,356.0,0.8184492166456732,1
Been really craving turkish food lately,1.0,26.0,321.0,0.8321793205102624,1
"dosa ...

GOAT PLAYER SHIV THAKARE",2.0,33.0,3214.0,0.6814020186223463,1
Lunch gains Drop your handles follow all Retweets and likes let's grow immediately 🙏,3.0,33.0,1103.0,1.3010734013694238,1
"[January 8, 2023 at 2:43 am] KD and Lunch Meat by Boy Golden",0.0,2.0,483.0,0.3883580697584171,0
Raven has just had his breakfast.  I've upped his diet to 8% extra protein.  Today is going to be interesting. He was nuts as it was 🤣🤣🤣🤣,8.0,323.0,1200.0,2.863566859325168,2
"Never chase it let it come to u, Naso dey carried Jollof Rice &amp; pass me for wedding.Motivational speaker avoid me pls oo😢😃",1.0,9.0,15.0,1.24896067513728,1
"Eldest dispatched to uni on south coast. No joke driving over 8 hour round trip in a day (drove down fri eve, back sat lunch). So I think I thoroughly deserve to still be in bed with my book! 😉",7.0,945.0,1616.0,2.3369472294648648,2
skeet cinnamon roll vs spongebob rap crepe,0.0,20.0,191.0,0.4494513938516972,0
"So, we learn the Japanese have more citizens over 100 yrs old, than any other nation. One key thing besides a good diet &amp; exercise, is they only eat until they are 80% full. U.S. is full of chowhounds, me being one of the best.",2.0,18.0,431.0,1.1888113764972663,1
"Samgyup lang kinain ko today.
Breakfast -Lunch-Dinner🤪",1.0,52.0,354.0,0.8192015905408857,1
Nice to see one of the first local Pittsburgh craft breweries at the airport. I remember when @EastEndBrewing was a small niche beer that you almost had to go to the brewery to find. Congrats!,15.0,2148.0,234.0,6.985095317093088,2
Nice lunch,1.0,10.0,113.0,0.9649170584493941,1
I look forward to having a lunch with you again.,1.0,79.0,88.0,0.9966605587850867,1
Some days are just not for outdoor activities. I will order comfort food and enjoy a binge.,5.0,909.0,7584.0,0.8743177678633604,1
give away dosa rame ga ya,0.0,157.0,1231.0,0.31600221744758145,0
challenging having a bagel for breakast since i am out of weetabix 🥯 ed brain made a stupid rule that bagel has to be lunch the earliest and i say no!!,27.0,461.0,359.0,11.442584206642017,2
Before you leave for lunch comment your handles and like this lets follow you,0.0,38.0,2507.0,0.25117468406037585,0
"If I skip a lunch and take turnpike don't need to take off Wednesday to hit pawn shop, get my baby, not sure if finger can do slides but it's functional",0.0,8.0,238.0,0.4354854662902076,0
"Are coffee shops putting one shot of espresso rather than two, in medium sized drinks now?

Everything tastes so weak... Note I can only drink decafe. It's the  bitterness I enjoy.",1.0,42.0,123.0,0.9542327154747667,1
i wanna be that person who just posts videos of themself eating lunch with their rabbit eating vegetables next to them,6.0,110.0,354.0,2.8672055668931,2
I'm watching a documentary on GMO foods and honestly.. sina maoni 🙂,2.0,250.0,165.0,1.375992415677199,1
"Sugar goes by different names, however, they all have the same inflammatory fat storing effect as table sugar

If there naming tricks complicate things.

One of the ways to avoid it if you on sugar free diet is ""when in doubt don't eat it""

Check below for alternative sugar names",14.0,953.0,402.0,6.015521443004123,2
Damn this street food has my stomach gurgling something fierce,0.0,87.0,202.0,0.44591304405985965,0
Sunday morning Gob3 &gt;&gt;&gt;&gt;&gt;&gt;,3.0,161.0,284.0,1.6964048807009464,1
"♡ sunday's to do list ♡

10 minutes stretching, do my nails, reset/planning, pasta for lunch, finish book, hair massage, hairmask, gua-sha, facemask, manifestation meditation....",10.0,436.0,2261.0,2.8712625274274624,2
"My kimchi fried rice recipe is rice, gochujan and kimchi

What should I add",3.0,508.0,78.0,2.024313433449225,2
"Diet is a pain in the ass when you’re almost 40. How did they do it? With no time to spend on workout, with children, with works —— easy, it’s either u own the gym or your dad is rich (most of em)",0.0,34.0,125.0,0.47610169399576346,0
I’ve just entered 1905! This woman goes oh I think at Hayward’s Heath the food trolley comes on! Don’t think this woman has been on a Southern train for a while! 😂,28.0,1088.0,10006.0,3.5438094600813836,2
"230108 ♡ 3:55 pm 🐥💭

y/n wat are you doing!

what did you eat for lunch",24.0,841.0,643.0,9.193144223260678,2
"Tips to improve focus 

1. Take proper Sleep

2. Find a quiet, distraction-free place to study

3. Set specific goals for each study session

4. Break up your study sessions into shorter chunks of time

5. Exercise regularly, eat a healthy diet, and get enough sleep for better",1.0,32.0,3.0,1.5404499638808367,1
Nigga is eating fufu and egusi at 5am in the morning. That’s sick,0.0,118.0,453.0,0.3928315329852758,0
Meeting a friend for lunch today. I’m sure it’ll be fine. I’d rather not leave my bed tho.,3.0,138.0,1925.0,1.1044711328414853,1
gobbled down my pesto pasta lunch.,1.0,128.0,1901.0,0.5545606595083107,1
kombucha is an acquired taste. shit tastes like vinegar but you get adjusted to the taste the more you drink it 😂,4.0,453.0,1934.0,1.3784249614604451,1
I want to go on a farmers market date 🥹… Just casually picking out fruits and flowers etc ..,0.0,432.0,330.0,0.41426447646447234,0
