text,likes,impressions,followers,like_pop,like_pop_level,impr_pop,impr_pop_level
"Want a Vincy mek callaloo soup for me again , that slaps differently 💯",1.0,134.0,1033.0,0.6853579531874682,1,0.765572523961012,1
Me (to my Delhi friend who is giving my stylish friend a second lunch): No bc she ate,7.0,210.0,555.0,3.0797039965409785,2,1.5071821308814572,1
"honestly some famous chef should invite a bunch of critics over and feed them just like the most basic shit, like just boxed lunch cheapest wine type shit but make it seem fancy you know?",3.0,119.0,263.0,1.722802553663805,1,1.0764967224091129,1
Bring your lunch instead of dining out during your lunch breaks. Give your wallet a little break.,0.0,2.0,108.0,0.4834855992504264,0,0.03413917711957015,0
"2023 Predictions: 
- Macro hedge funds continue to outperform amidst currency + commodity volatility
- ""Stock-Pickers"" market
- US formally strengthens relationship with the UK and EU
- China eats our lunch in the MEA region
- Federal legislation passes banning noncompetes
 (1/5)",16.0,3344.0,7003.0,3.0117905948463086,2,6.31883873944056,2
"The trick to making professional-looking YouTube videos is, no matter the topic — computer repair, animal psychology, fruit smoothies — the topic is actually hip hop. You are a hip hop guy making a hip hop music video. Shout, emote like a mime, and never stop moving your arms.",2.0,236.0,1945.0,0.8800019136513526,1,1.0036107482464243,1
"White people talking about Ethiopian food in 2023 has very ""oh I've never tried Thai food before"" in 1999 energy.",90.0,7555.0,43475.0,4.517894735666071,2,3.003585990283967,2
"Sunday lunch done 

Im full 😘👌",1.0,61.0,389.0,0.8143698069046061,1,0.49611877203268856,0
me having to drink a fat ass smoothie every day is crazy,1.0,261.0,595.0,0.7609434652532845,1,1.8278097132104136,1
sinigang for lunch 🫶,0.0,7.0,421.0,0.4023315660169015,0,0.06247649574887038,0
I want kbbq so bad but I’m broke affff,9.0,512.0,759.0,3.643119413894078,2,3.2814762825442756,2
My fav nurse (that convinced me to go back to school) bought me lunch 😍😍,2.0,722.0,1447.0,0.9518064776861259,1,3.538088286273439,2
Baking cookies at 5am 🤔,112.0,13141.0,224921.0,1.246702115000882,1,1.071176873555404,1
"An average Sunday in the life of @gurhwalicha 
12 PM wake , 
1PM creeping out of the bed ,
2 PM having brkfst+lunch+dinner , 3 PM  back to bed , 
3:30 PM , fallen asleep again !",12.0,285.0,405.0,5.261305792894345,2,2.2604666650413594,2
time flies so FAST im just abt to order my lunch then i have to ZOOM TO EXPO SHSHS crazy,0.0,33.0,3202.0,0.24974937319712048,0,0.10892902122790671,0
Atp Ramen noodles is a snack 😂,0.0,35.0,294.0,0.424074517563764,0,0.31289876078237927,0
"Whats up pipol? Grab ur lunch na

#DonBelle #DONBELLEmpire
#DonnyPangilinan #BelleMariano",3.0,367.0,1413.0,1.276503695913415,1,1.820748261271744,1
I'm cooking a proper Sunday plate for lunch....lets goooo 😋,5.0,386.0,2856.0,1.5603650034296161,1,1.3271152200987837,1
i have one kombucha and text all my employees how grateful i am for them,4.0,198.0,305.0,2.1094027888931017,2,1.7114522949089415,1
"hey, good aft. don’t forget to eat lunch",1.0,165.0,359.0,0.8241389391478935,1,1.360893130596658,1
haitian food better than Jamaican food ..,1.0,81.0,52.0,1.0588257649751844,1,1.132421601962244,1
"Overdue appointments I need to set up:
Go for breakfast with: @CFL_STRONG 
For lunch with: @phyllisaloewen 
Coffee/tea with:@cellyfitz64 
For dinner with:@TallGuysCat 
Long drive with:@Sandi_BB_Lover 
Drinks with:@prairieparsons1",4.0,228.0,436.0,2.00083768908297,2,1.768943597221582,1
Idk bout this Ukrainian. Looks like fish food,2.0,80.0,214.0,1.328649962322692,1,0.7692465388642532,1
Welcome to 2023 where maruchan noodles  cost more than chicken wings . What is going on!!!!,0.0,23.0,127.0,0.47374975178627493,0,0.26180524218935475,0
🍟 — good afternoon everyone! franchy just had her lunch kaya late nakapagreply huhu you can send me inquiries na po about academic commissions and premium account orders 😚🤍,1.0,157.0,1466.0,0.6324914240847841,1,0.768515086766415,1
"I’ve already kept some of your New Year’s resolutions. Because of this lil buddy growing in my insides, my appetite is waaaaay down. So I’m visibly losing weight. 

I do not recommend the cancer diet though. Very costly. Dangerous",15.0,616.0,1059.0,5.453924032015625,2,3.4631530669215467,2
Ms. Wanda ma'am focus on your food truck #LAMH,2.0,126.0,113.0,1.44226544803205,1,1.4282698046596387,1
constant greek salad craving,0.0,65.0,142.0,0.4671007415606425,0,0.6992229667997198,1
"they said we were getting kbbq tonight
i got ready and head there
everyone changes plans

now im back home; time wasted
and annoyed",0.0,136.0,508.0,0.3906008639720876,0,1.0077174992951936,1
why did me going on a drive turn into my whole family going out for lunch,0.0,70.0,630.0,0.37674257059291566,0,0.48562568186920096,0
Vegeta family lunch in Toshiba refrigerator commercial 💕,0.0,1.0,625.0,0.3772647005218078,0,0.0137176415197773,0
"During the lunch meeting, we were shocked to hear the boss reveal her obsession with *Loopholes.*. #CardsAgainstHumanity",0.0,6.0,573.0,0.3829096730028202,0,0.04946584969015852,0
"We’ve got movies/shows about 5 star chefs quitting to run food trucks and small restaurants, now I’m ready for a feel good comedy about a food truck cook getting handed a 5 star restaurant.",2.0,62.0,494.0,1.1770967340310208,1,0.46764214648653346,0
I went out with my bestie tonight to get sushi- and the restaurant was playing pink covers of @Eminem and it was really odd. #dinnerdate #music #wtf,2.0,129.0,452.0,1.1937891184120843,1,0.9928601737533326,1
Box Lunch is doing a NarutoxTMNT collab and none of the designs include the actual Ninja Turtle from Naruto,0.0,42.0,327.0,0.4177047309399603,0,0.36239625149113447,0
happy lunch,0.0,25.0,1245.0,0.3288454703276837,0,0.1361795109335894,0
Your diet is a bank account. Good food choices are good investments.,0.0,2.0,167.0,0.45750136877195907,0,0.03045214286309044,0
"Sunshine at last! Went out for lunch, came home feeling sick in the heat. Just can't win!",0.0,71.0,1618.0,0.30841097810385676,0,0.33419691248383787,0
"Eniola going to find the lady serving Amala once the person serving the food said it was finish, is sending me. I too will be that bold next time.",1.0,296.0,4695.0,0.4287379164663951,0,0.7448064771535107,1
Let's eat lunch together tomorrow.,0.0,8.0,126.0,0.47422217263126293,0,0.09837996944172958,0
"Good aft, eat your lunch na!",0.0,59.0,714.0,0.3684394937333214,0,0.39250239317214575,0
"We incorporated new tastes and flavors into our kids' diets from a very early age, which helped to develop their palates and prevented them from becoming picky eaters. We don't buy junk food and give them options of fresh fruit.

kalim🌹

NATION LOVES SUMBUL",6.0,109.0,750.0,2.5558501396563145,2,0.7067418809036269,1
"Went for an early-morning run, had breakfast, freshened up, took a nap, and now I’m awake again all before lunch time. I like how this day is going so far, and how much time I still have for other activities.

Hope you’re having a great Sunday, too ! ☕️",7.0,699.0,36.0,4.434438716092698,2,10.712849555320593,2
Having a priest friend and having them for lunch is sort of weird like feeling ko dapat mabait lang kami palagi,1.0,150.0,509.0,0.7809528056611409,1,1.109981367630401,1
good morning himeno or good lunch ig,1.0,77.0,214.0,0.8857666415484613,1,0.7407559263137253,1
Idk why I decided to eat a salad for lunch that shit didn’t do a thing,0.0,67.0,313.0,0.4203307541846243,0,0.5804506526502389,1
Eating spicy Thai food as a white person: It hurts going down and then it hurts all the way through until you beg for death.,12.0,1194.0,3814.0,3.0382050564151935,2,3.434376723075206,2
i don’t understand eating cold foods for lunch or dinner …,0.0,20.0,108.0,0.4834855992504264,0,0.2389742398369911,0
good lunch,0.0,46.0,83.0,0.4995902090174061,0,0.5729432121309583,1
"welp, it’s 8:30pm. time for lunch.",3.0,162.0,112.0,1.9251627412254386,1,1.8373879668410262,1
happy lunch tl !!!,1.0,17.0,55.0,1.0514734122310396,1,0.24481916096568307,0
Anyone have a easy crepe recipe? I can’t find the one I use n my kids want crepes trow morning!,0.0,22.0,95.0,0.49128012566124757,0,0.27064006395097817,0
if i see a mori calliope fan in the wild i'm gonna beat them up and take their lunch money,1.0,70.0,397.0,0.8118786529009664,1,0.5646132092239434,1
"I love working at a brewery honestly, like the office and the brewery is a great balance for me",0.0,86.0,256.0,0.4322993197314343,0,0.7863834502131926,1
"guys i havent gained any weight that i lost so i've been ""treating"" myself not high cal things but just things i wouldn't eat while restricting like chocolate and scooter redbull drinks. but should i treat myself one more day and then start the abc diet monday w my fav mutual???",0.0,89.0,555.0,0.3849629995676223,0,0.6428738946887732,1
Brazilian Steakhouse for lunch tomorrow ⛽️,1.0,417.0,1915.0,0.5892600141673286,1,1.784258922949854,1
You’ve never made ramen noodles in the microwave and it shows,0.0,83.0,197.0,0.4477608153660422,0,0.8158271803818401,1
Went to local Farmers Market today  a few vendors were there and we bought a lot of what was there. Eating it tonight YUM #Rain,0.0,39.0,2457.0,0.27336550798168424,0,0.14946266391687854,0
Thomas Bryant is the best thing to happen to the Lakers this year at the right time. They needed a lunch pail big,0.0,169.0,794.0,0.3612349139309058,0,1.069275694062704,1
Strawberries fresh from the farmers market &amp; some hot tea :),1.0,37.0,246.0,0.8693149803826963,1,0.34731388753413517,0
finally got a new coffee table after putting my drinks on the floor and repeatedly spilling them 😬,2.0,199.0,1237.0,0.9879990596009897,1,1.0505064260190577,1
"Took a walk, had lunch, showered. Brain not taking these things for the blessings they are 😫",2.0,430.0,14566.0,0.34371450918076196,0,0.45494423191866795,0
Welp time to eat lunch and watch demon slayer by myself 🥲,0.0,65.0,98.0,0.4893824276919011,0,0.7703406784853596,1
"Eat your lunch! Do not skip a meal! That’s the proper diet!

#DonnyPangilinan | Donny Pangilinan
#BelleMariano | Belle Mariano
#DonBelle | #DONBELLEmpire 
@donnypangilinan  | @bellemariano02",0.0,85.0,344.0,0.41465143958706263,0,0.7140534220262496,1
"Best way to be shredded is to outwork a bad diet while having a humongous ego

The work ethic resulting from this will turn you into a monster

Will look and feel 100x better than if you were “counting calories”",85.0,9900.0,4315.0,19.113225713636446,2,26.26702153331222,2
I’m not a picky eater I just hate Mexican food EVERYBODY knows that,0.0,34.0,385.0,0.4078162668329093,0,0.2809496067599639,0
"Eating lunch, probably gonna miss Hakka's and Shinri's debut

#holoTempus",0.0,63.0,541.0,0.38659891287927695,0,0.4610777508881,0
So I wanna switch it up for my stream this Friday and show ppl how I make the ramen I eat on my streams lol what y’all think???,6.0,67.0,175.0,3.1831815166858015,2,0.6817174491103679,1
"In a desperate attempt to claim the Masked Rider powers, Count Dregon uses a special toxin to poison Dex's school lunch,",0.0,14.0,373.0,0.40974616518967416,0,0.12156725836988669,0
Done lunch,0.0,11.0,341.0,0.41518008557971764,0,0.09989392524372612,0
Shower Thought: Coco puffs stir fry,0.0,49.0,173.0,0.45541823889776123,0,0.5027988759873281,1
"We are in a National Emergency with out of control spending and runaway inflation. Food and housing costs are in a seemingly unstoppable surge and people are going hungry Left and Right. The Democrats and Republicans both seem to only care about ""Ukrainian Independence."" Treason?",0.0,21.0,135.0,0.47010654065587004,0,0.2361837272436882,0
lunch~,0.0,1.0,146.0,0.46545209433084556,0,0.021034538305686204,0
"So, we’re basically running off a band of raiders for lunch money?",7.0,515.0,5532.0,1.5922663544849134,1,1.1557698289375793,1
OF is not a dating site. I do respond to messages there but if you're not buying content or tipping I'm not going to talk to you at length. I don't want to get to know you unless you support me. And $10-20 a month isn't support. It's lunch. The subscription price gets you access,19.0,3589.0,34453.0,1.2045431362391006,1,1.7701285256068675,1
kombucha is literally so gross wtf is a scoby and can you please put a warning on your post before i have to look at it,2.0,118.0,111.0,1.4454941831175243,1,1.3445468386791803,1
"With a homemade bourbon brewery and gets physically fit with the help of a lifetime, frugality gets the yips and Bart is dismayed to learn that her life as a child, which is surprisingly good.",0.0,25.0,279.0,0.4271936837481518,0,0.22938358696024475,0
"lunch naaaa while watching asap!

ALEXA LIVE ON ASAP2023

#AlexaIlacad @alexailacad
#ASAPviral",4.0,83.0,1633.0,1.5383465294713219,1,0.38816076187887405,0
Rested my feet after a long 3rd day of the CES show.  Now time for yummy Thai food on Fremont Street — Le Thai !,0.0,108.0,837.0,0.35759881670955024,0,0.6720048726585256,1
"i hope they not-like me enough to not do anything for me, because all i want is to go out for lunch and meet my friend the next day. that's all",0.0,75.0,144.0,0.4662704347361369,0,0.8022145470167118,1
Now available: @AveryBrewingCo Island Rascal!,1.0,136.0,2220.0,0.5642850449829796,1,0.541136729904304,1
Reminiscing the time I got car head in the KLCC parking lot during lunch break 😮‍💨 it was over in 2 mins lmaooo,1.0,895.0,3881.0,0.46419323932883255,0,2.546580798510369,2
the ‘pleasure to have in class’ to left-wing-activist-that-upsets-everyone-at -family-lunch pipeline should be talked about more,24.0,624.0,1705.0,7.604539567969852,2,2.8279344433066838,2
"Now he’s just pottering around 
He plannedbig lunch ‘for his family’ &amp; even went to shop himself to buy prawns &amp; mushrooms &amp; cook them up 
I don’t think anyone will eat them 
He keeps shuffling in &amp; out front door so sister &amp; family have probably escaped &amp; gone out from next door",0.0,152.0,1556.0,0.3115345985126456,0,0.7235958124408752,1
"Fitness is not 30% gym and 70% diet. It’s 100% dedication to the gym and your diet!

JANTA KI JAAN PRIYANKA",0.0,17.0,4010.0,0.22906525156576654,0,0.05009418151339594,0
Black man electric cell soul food,0.0,91.0,676.0,0.3720915041392092,0,0.6138049075905289,1
"Now Playing, Bent Arcana — Misanthrope Gets Lunch (Live) from Live Zebulon #music #Rock",0.0,3.0,3330.0,0.2461801163626023,0,0.012513007182639762,0
"I'm in third year of college and my dad still talks about how i couldn't clear JEE, lmao Move On krne ke genes poori family me hi nahi hai",3.0,82.0,6.0,2.8008735396237183,2,2.3744462103785575,2
"""I have two masters -- God and the devil; I work for the devil until lunch then I follow the Lord""

$achin
""GOAT PLAYER SHIV THAKARE""",3.0,25.0,1539.0,1.2496318561625732,1,0.1236075548118881,0
lunch muna bes,0.0,0.0,148.0,0.46464536700481573,0,0.010479710425192558,0
Enjoy your lunch.,0.0,6.0,786.0,0.3619285620196342,0,0.044196788171271255,0
early lunch,0.0,10.0,749.0,0.36521187280304446,0,0.07070899929602381,0
"Inspired by @Milo_v2B, I decided to make a smoothie~ Can you guess whats in it, and If you want a reaction I'll be drinking it on stream in 5 min~

Link in bio~

#vtuber #envtuber #VTuberUprising",4.0,217.0,909.0,1.7591400394981784,1,1.3016108649881357,1
"Saw a lot of interesting stuffs but nothing really stood out for me to pull the trigger , plus somethings are just not worth the price for me . But at least I get to take pictures… Anyway, let’s lunch .",0.0,42.0,330.0,0.4171555092122778,0,0.36142713144318156,0
"In any case, judging from the quality of the Legendary Yakisoba Bread, I have concluded that their Legendary Croissant should also be of excellent quality. I wish to savor it.",1.0,131.0,763.0,0.7279092440775715,1,0.8427117463992815,1
Where can i get a salad or smoothie.,0.0,57.0,4520.0,0.21791722158279367,0,0.14920547945291343,0
"10 a.m. me really took care of 10 p.m. me, buying that koshari from the sweet dude at the farmers market",13.0,1216.0,6597.0,2.5573215126833175,2,2.4023963447217582,2
"Goooooooood Moooooorning~~~~
Ok it’s late but that’s fine 😂 
I cannot control waking time on weekends 💤
I’m ma have my lunch rn
Have a nice day and see ya in the evening nakab babu💗
🌈🪴",6.0,156.0,120.0,3.3400025681741394,2,1.7381877869628126,1
"Attempted to make Colin the Caterpillar but it may or may not have turned into a Minecraft caterpillar simply because the sponge recipe was fatless, therefore turning the roll into a multi-tiered cake 👁️👄👁️",1.0,64.0,615.0,0.7566386812457643,1,0.44832729692766776,0
Happy lunch everyone! I'll be back later,0.0,3.0,305.0,0.4218805577786204,0,0.03440105115394857,0
ice cream my comfort food 🥹,2.0,87.0,51.0,1.5920776492032964,1,1.2217409735430689,1
"Last week my son helped my move so I bought him lunch

Today I helped him move so I bought him truck gas and paid for part of his rent. I had no lunch.

I still think I got the best deal out of all this 

Catfish may want to keep this in mind",3.0,64.0,2350.0,1.1089528596648908,1,0.2489263911678415,0
"Baker doesn’t speak to Hannah during Ms. Carpenter’s class. When the bell rings for lunch, Baker hurries out of the classroom before Hannah can catch up to her.",2.0,199.0,1032.0,1.0282477373618166,1,1.1346339819125542,1
The Real Reason Hotels Discount Expensive Food Trucks,0.0,1.0,155.0,0.4619085187348023,0,0.020705825317398237,0
Ahhhh heard WEST's new song for lunch pack at Shibuya while crossing the road!!! So proud!!!!!,0.0,109.0,970.0,0.3472132084247441,0,0.6399979824958949,1
"ginny being mad her mom killed a p*do is just not sensible.  the credit cards yes, but the smoothie  heart attack? she needs to get over that #ginnyandgeorgia",8.0,629.0,1983.0,2.625434460419228,2,2.641307621986111,2
percy hynes white if you see this on your secret twitter account i'm free this weekend if you want to get lunch or drinks or something just let me know. if you want to do it earlier i can do dinner during the week but i'm usually busy before 6,0.0,244.0,366.0,0.4108978116741067,0,1.996955710099078,1
I just had an awful thought. What if people started opening craft cocktail or tequila and mezcal bars in Tuscaloosa like they have been in Birmingham? The thought of some bar down there called something like Mezcaloosa just made my skin crawl.,9.0,662.0,543.0,3.863630516623136,2,4.770605243907598,2
damn it... i found another comfort food...,4.0,506.0,2300.0,1.3954883811496364,1,1.9645829993021653,1
"Been producing a free comedy showcase at a local brewery for a couple years, but it’s really taken off the last year.
Capacity is around 64 and to not get them in trouble let’s just imagine they had two bars tonight.
Anxiety: HOLY SHIT FUCK THIS GET OUT
Realization: I built this",23.0,532.0,1577.0,7.451182069161666,2,2.5046865418491704,2
"When I was in high school, we were going to lunch because we had an off-campus school and my friend who was ditzy beyond was driving wasn’t paying attention and hit the gas instead of the brake and rammed the cop car! #OPLive #OPLNation #OPLiveNation #OfficialOPLive",3.0,172.0,110.0,1.9295095157484397,1,1.959295528603759,1
"Craving for Dunkin Donuts na Strawberry Frosted , Sprinkles , Chocolates , Siomai sa Tita Tatta , Mayongs Palabok ug Aice Ice Cream Sundae , Pregnancy Cravings ATM",0.0,92.0,1283.0,0.32656211646263233,0,0.4806689782524524,0
I JUST REALISED THAT THE CHICKEN MY MUM COOKED FOR LUNCH WAS THE CHICKEN I WAS SAVING FOR MY DOG... it tasted good though 😭,7.0,152.0,234.0,3.5009016766050203,2,1.417885562068614,1
Lunch at the cafeteria!? Of course! I'm going there now!,1.0,23.0,97.0,0.9800157075236982,1,0.28087485973905446,0
"Gonna have some kimchi ramen with kimchi on the side🫠
My kinda lunch",5.0,761.0,5996.0,1.1491469759329849,1,1.6119619621324226,1
For todays Lunch Pinakbetan and Fried GG..😘😘😘😁,2.0,146.0,2003.0,0.8726181629952121,1,0.6131041685583175,1
one thing im really grateful about living in puchong is we have a lot of good roti canai here,0.0,76.0,172.0,0.45576025218462185,0,0.7755051322750673,1
honestly feels nice to just go out to eat breakfast/lunch somewhere by myself,1.0,69.0,103.0,0.9727124925972666,1,0.8064889794945622,1
"I'm hungry but too lazy to prepare my food.
I wonder what he will eat today. I bought takoyaki from DonDonKi yesterday coz I miss him.
Boy, eat Kobe beef. I want to be influenced to eat yakiniku today. 😅
#mynameisnanon",3.0,326.0,167.0,1.8300054750878363,1,3.3192835720768583,2
"Diet rule #1: If nobody sees you eating it, it doesn't contain any calories.

JANTA KI JAAN PRIYANKA",3.0,51.0,511.0,1.5609124087132134,1,0.3817545969966597,0
"New diet: ‘Bamboo Fork ‘n Spoon Makes My Skin Crawl’. Selling features: skim the food from the top. Leave the wood covered in a solid layer of calories. Thus, a reduction in food intake + a workout from the textural shudders when your lips accidentally make contact with the wood",5.0,590.0,1947.0,1.7594888080221227,1,2.501351435638168,2
Do you masterbate during your lunch break?,0.0,19.0,86.0,0.49739393499735607,0,0.24154623632408678,0
can someone pick me up and take me to a nice lunch bec this morning was hEAVY,0.0,207.0,299.0,0.4230679265890269,0,1.7991263821093477,1
Kinda feel like hitting the loo tomorrow for lunch,1.0,19.0,22.0,1.1802076995179167,1,0.35477141173463306,0
I just want some Jamaican food right now,2.0,344.0,895.0,1.0587636497360966,1,2.072489614934202,2
"Hi this is ‘Tim’ at the bakery. 
The cookies that you ordered should be delivered by now… 
A list of ingredients are included… 
Make sure that you read them carefully!",0.0,15.0,123.0,0.4756637195977192,0,0.17600200109989944,0
Farmers markets make me happy,3.0,127.0,402.0,1.6206884462257007,1,1.0139933536513392,1
"ma productive nagid ko after lunch promise, i think its the period. it makes me really drowsy",0.0,111.0,313.0,0.4203307541846243,0,0.9560363690709817,1
"sianggg guyssss, don't forget to lunch yaaaa",0.0,62.0,347.0,0.4141269758769966,0,0.5217408416224592,1
u was at the farmer's market with ur perfect peach .,0.0,74.0,166.0,0.4578559898436335,0,0.7625171128504126,1
"I was debating on going to sleep, but I wanted a snack... decided to eat a 500mg coco puff edible... this gonna be some banging sleep, and I have a feeling I won't even need to wake &amp; bake when I wake up, I'll already be baked 😅",8.0,321.0,4647.0,1.9379627657088219,1,0.8131084435510223,1
bft need a smoothie place .,2.0,469.0,1113.0,1.0116631512616612,1,2.583633734627556,2
Even though my plans for my one-day at FWA just include a brief walk through dealer's den and meeting people/grabbing lunch I'm still thinking about a conbadge 👀,2.0,143.0,1256.0,0.9845370773682107,1,0.7513072169824253,1
"You can arrive at eleven and have lunch with the English
But it ain't a holiday until
They force you to make a wish",0.0,15.0,139.0,0.46836945151417286,0,0.17046077228048373,0
I love eating ramen but I’m always hungry a few hours later.,2.0,132.0,73.0,1.5228124409749089,1,1.6770531047595894,1
"Took Kyle on an all day mini road trip to 8 thrift/antique stores he’d never been to, got his fave diner for brekkie, Rossi’s for lunch, and I made him gf McGriddles for dinner. Getting him hibachi tomorrow on his actual birthday. P sure I fucking nailed it this year.",7.0,246.0,569.0,3.0668901438692275,2,1.7495827374805972,1
Made salmon yellow rice ima take it for lunch tomorrow,0.0,30.0,104.0,0.4857701988905112,0,0.35626051189250646,0
"Junk food is promoted so much that eating good food is termed ""Dieting"".",1.0,2.0,5.0,1.434712115326839,1,0.09305927574638755,0
samgy or sushi por todeys lunch,0.0,166.0,364.0,0.4112304941067192,0,1.3634310834468584,1
Was having a blast skiing and then something I’d always wondered about happened to me… someone took my rental skis as I was eating lunch! So I spent the rest of the day getting myself back to the rental place (waiting for buses etc ). At least I can ski more tomorrow!,0.0,103.0,3537.0,0.24065800554969735,0,0.313438352635984,0
Weight Watchers has the wrong models in their ads. These are cute ladies. Their market looks more like the lady in the Tupac t-shirt. #OPLive,1.0,87.0,1944.0,0.5867538315894658,1,0.3727473379960678,0
someone is seriously playing Hamilton at this brewery right now I-,1.0,52.0,1197.0,0.6636159422861078,1,0.2824063052097541,0
i lost count of tequila drinks,1.0,175.0,79.0,1.0053191467072302,1,2.1735138113990606,2
Lunch is defrosting 👍👍,1.0,46.0,422.0,0.8043704250671059,1,0.3667787131331243,0
really want thai food FUCK someone tell me yes or no,102.0,5996.0,14625.0,11.768920611154023,2,6.30864145943691,2
hello! i’m sorry for being inactive for two days. TT i got busy with school works. i’ll attend to dms after lunch and will post updates. sorry again! 🙇🏻‍♀️,2.0,530.0,756.0,1.093742759854548,1,3.4016018222486912,2
"lunch time na pala

WEMISS KDLEX ONASAP
ALEXA LIVE ON ASAP2023
#AlexaIlacad | @alexailacad",1.0,18.0,1229.0,0.6596460225417862,1,0.10008241133649241,0
Thank GOD for lunch break,5.0,289.0,14168.0,0.700258337348962,1,0.3133241457044953,0
East coast KBBQ meetup who’s coming? Thinking next Friday in the DC/Baltimore area,2.0,212.0,327.0,1.2531141928198808,1,1.7951256178514337,1
"ayan naaa~ happy lunch~ 💙

1STONE ALL OUT SUNDAYS
@1stoneOfficial #1stOneShoutOut
#1stOne #AllOutSundays",2.0,65.0,249.0,1.3018214741157945,1,0.6011992835730027,1
greenbelt for lunch. just like the old times 🩷,17.0,1245.0,6314.0,3.3610355773297576,2,2.5394766133204523,2
i love the way i didn’t want to walk to the car after kbbq so kc carried me to the car 🥲,6.0,416.0,853.0,2.493984890363028,2,2.552243972226539,2
"Just had some kombucha for the first time today and my experience was vomit, beer booty and a hint of fruit",0.0,73.0,411.0,0.4038121599223427,0,0.5822293271036214,1
"It's January 08, 2023 at 12:01PM, lunch time! Enjoy the rest of your Sunday, mga ganda at mga pogi. 🤗 #autoTweet",1.0,349.0,45215.0,0.09604624086686693,0,0.13412048032853954,0
"You’re going to the fridge to get a post-lunch beer, then suddenly..

Brain derails, and this is the soundtrack.

“ALL THAT SHE WANTS, IS ANOTHER BABY, SHES GONE TOMORROW, BOY…”",1.0,55.0,45.0,1.078060808095327,1,0.8047401821053115,1
"Dependable amphibian who loves to punch, and if you ask nice, he’ll make you lunch! Sol Bufo!",5.0,157.0,596.0,2.282176225461683,2,1.1016323285583927,1
"i hope ure all having ur lunch, try not to skip your meals and always stay hydrated!",0.0,58.0,995.0,0.3453872271639169,0,0.33975447779321954,0
part 1 of the whole day stream had ended. We got matched up against @_Raerin_ and got wrecked. but I'll be back later for the 2nd part. just gonna restart my pc and eat lunch. thanks for dropping by!,1.0,174.0,374.0,0.8191664643756489,1,1.4171390476029837,1
Lunch 🥗,0.0,40.0,313.0,0.4203307541846243,0,0.3499775993920558,0
I said I was going to bed early tonight to get back into a good rhythm for the gym and my diet but I failed 😭,1.0,178.0,226.0,0.8793318304554579,1,1.674779545556473,1
Kbbq sandwich from yard house sounds really good and so does froyo,0.0,200.0,501.0,0.3914779715781695,0,1.485189352638001,1
1 P.M.! The Admiral's lunch is also natto? That... doesn't go well with... black tea...,0.0,11.0,117.0,0.4786627875142968,0,0.1337356849812875,0
"damn, sorry i blew you off, i was doing lunch with microsoft! im sucking off a CEO, if hes not a millionare, then ive gots to go",0.0,5.0,146.0,0.46545209433084556,0,0.06310361491705861,0
"Enjoy your lunch while watching ASAP natin to.

JM YOSURES SHINES onASAP
#ChampJMYosures",2.0,51.0,38.0,1.6516602981243023,1,0.7836140315405634,1
Poori election #تباہی_سرکار_جان_چھوڑو,1.0,9.0,202.0,0.8925682021133646,1,0.09646735052539036,0
Off to lunch with fam,1.0,493.0,6038.0,0.3817503214305272,0,1.0398084388007378,1
"On valentines i'm buying lingerie fits for breakfast, lunch &amp; dinner",4.0,469.0,1915.0,1.4731500354183218,1,2.006224147814429,2
"Breezeblocks by Alt-J always makes me think of Lunch Lady Land. It sounds like Adam Sandler but specifically the “sloppy joe, sloppy sloppy joe” part.",1.0,69.0,366.0,0.8217956233482134,1,0.5705587743140222,1
"Lunch is ready

WEMISS KDLEX ONASAP",0.0,2.0,708.0,0.36900551903336176,0,0.019685287235902214,0
Lunch! ;D,0.0,4.0,206.0,0.4451287288045251,0,0.047978352777760046,0
The betrayal of family is the hardest to bear. The family members that have banned us unvaccinated from being in their presence have been hanging out inside local fast food restaurants for lunch. I guess that's safer than family.,0.0,42.0,286.0,0.42571892735002653,0,0.37669989797317704,0
I need more ideas for what to pack in my lunch for work everyday. Especially days when I don’t have any leftovers,1.0,70.0,178.0,0.9074756553373985,1,0.7085757996924118,1
imagine having a nondisordered irl who loses more weight healthy dieting than you do?!?!?!! I would honest to God kms 😭,44.0,635.0,1695.0,13.709655798964777,2,2.8860317189372884,2
Every smoothie recipe that I search online is absolute garbage,0.0,84.0,355.0,0.4127482870982085,0,0.6991786810822528,1
who's idea was it to give me a break 45 min after my lunch like bruh 💀,2.0,215.0,32.0,1.6877828424759125,1,3.4204171309651072,2
"💎 The servants bring a light lunch and a selection of fashions for tonight’s party. I am tempted to reject everything, but they do know what I like, I choose an outfit that shall enhance my regal bearing.",2.0,98.0,996.0,1.0359448045170747,1,0.5698636987634703,1
"practice mindful eating

ALEXA LIVE ON ASAP2023
#Alexailacad || @alexailacad",0.0,0.0,333.0,0.416610849863851,0,0.008382964451440083,0
I like eating ramen a lot. it tastes warm and good. only thing that makes it much more warm and good is being literally submerged in bunny fluff. and I do not mind.,1.0,19.0,46.0,1.075109582680947,1,0.28566125427691774,0
"Eat well seokjin, it’s lunch time there for sure 🥹",0.0,25.0,145.0,0.46585979118021065,0,0.27394333855856207,0
"“There are only two sides to this question … There can be no neutrals in this war; only patriots and traitors.” What’s more disgusting than seeing a traitor being shamelessly active again, is reading those comments celebrating his return. عم احكي عن فضل شمندر الإرهابي.",1.0,51.0,90.0,0.9891874952380789,1,0.620590055174852,1
